Year,Month,Temp_Anomaly,Date,5yr_moving_avg,10yr_moving_avg,Month_Num,Season_Spring,Season_Summer,Season_Winter,Data_Type,Predicted Anomaly
1938,Jun,-0.17,1938-06-01,-0.08,-0.0979999999999999,6.0,False,True,False,Actual,
1939,Jun,-0.07,1939-06-01,-0.01,-0.0689999999999999,6.0,False,True,False,Actual,
1940,Jun,0.11,1940-06-01,0.0099999999999999,-0.0389999999999999,6.0,False,True,False,Actual,
1941,Jun,0.13,1941-06-01,0.0339999999999999,-0.0119999999999999,6.0,False,True,False,Actual,
1942,Jun,0.05,1942-06-01,0.078,-0.0109999999999999,6.0,False,True,False,Actual,
1943,Jun,-0.05,1943-06-01,0.056,-0.0079999999999999,6.0,False,True,False,Actual,
1944,Jun,0.15,1944-06-01,-0.0119999999999999,0.004,6.0,False,True,False,Actual,
1945,Jun,0.0,1945-06-01,-0.0259999999999999,-0.0159999999999999,6.0,False,True,False,Actual,
1946,Jun,-0.21,1946-06-01,-0.0259999999999999,-0.0319999999999999,6.0,False,True,False,Actual,
1947,Jun,-0.02,1947-06-01,-0.11,-0.0509999999999999,6.0,False,True,False,Actual,
1948,Jun,-0.05,1948-06-01,-0.12,-0.0589999999999999,6.0,False,True,False,Actual,
1949,Jun,-0.27,1949-06-01,-0.09,-0.0419999999999999,6.0,False,True,False,Actual,
1950,Jun,-0.05,1950-06-01,-0.092,-0.0759999999999999,6.0,False,True,False,Actual,
1951,Jun,-0.06,1951-06-01,-0.058,-0.089,6.0,False,True,False,Actual,
1952,Jun,-0.03,1952-06-01,-0.042,-0.0829999999999999,6.0,False,True,False,Actual,
1953,Jun,0.12,1953-06-01,-0.058,-0.0659999999999999,6.0,False,True,False,Actual,
1954,Jun,-0.19,1954-06-01,-0.076,-0.0699999999999999,6.0,False,True,False,Actual,
1955,Jun,-0.13,1955-06-01,-0.04,-0.0399999999999999,6.0,False,True,False,Actual,
1956,Jun,-0.15,1956-06-01,-0.082,-0.0389999999999999,6.0,False,True,False,Actual,
1957,Jun,0.15,1957-06-01,-0.038,-0.0209999999999999,6.0,False,True,False,Actual,
1958,Jun,-0.09,1958-06-01,-0.02,-0.0149999999999999,6.0,False,True,False,Actual,
1959,Jun,0.03,1959-06-01,0.0339999999999999,-0.0219999999999999,6.0,False,True,False,Actual,
1960,Jun,-0.04,1960-06-01,0.0099999999999999,-0.0069999999999999,6.0,False,True,False,Actual,
1961,Jun,0.12,1961-06-01,0.038,-0.0019999999999999,6.0,False,True,False,Actual,
1962,Jun,0.03,1962-06-01,0.024,0.014,6.0,False,True,False,Actual,
1963,Jun,0.05,1963-06-01,0.0159999999999999,-0.0089999999999999,6.0,False,True,False,Actual,
1964,Jun,-0.04,1964-06-01,-0.006,-0.0089999999999999,6.0,False,True,False,Actual,
1965,Jun,-0.08,1965-06-01,-0.028,-0.0089999999999999,6.0,False,True,False,Actual,
1966,Jun,0.01,1966-06-01,-0.0559999999999999,-0.0069999999999999,6.0,False,True,False,Actual,
1967,Jun,-0.08,1967-06-01,-0.042,-0.0349999999999999,6.0,False,True,False,Actual,
1968,Jun,-0.09,1968-06-01,-0.03,-0.0339999999999999,6.0,False,True,False,Actual,
1969,Jun,0.03,1969-06-01,-0.064,-0.0199999999999999,6.0,False,True,False,Actual,
1970,Jun,-0.02,1970-06-01,-0.0399999999999999,-0.0209999999999999,6.0,False,True,False,Actual,
1971,Jun,-0.16,1971-06-01,0.016,-0.0139999999999999,6.0,False,True,False,Actual,
1972,Jun,0.04,1972-06-01,2.775557561562893e-18,-0.0269999999999999,6.0,False,True,False,Actual,
1973,Jun,0.19,1973-06-01,0.002,0.008,6.0,False,True,False,Actual,
1974,Jun,-0.05,1974-06-01,0.01,0.015,6.0,False,True,False,Actual,
1975,Jun,-0.01,1975-06-01,0.056,0.026,6.0,False,True,False,Actual,
1976,Jun,-0.12,1976-06-01,0.014,0.048,6.0,False,True,False,Actual,
1977,Jun,0.27,1977-06-01,0.052,0.093,6.0,False,True,False,Actual,
1978,Jun,-0.02,1978-06-01,0.094,0.094,6.0,False,True,False,Actual,
1979,Jun,0.14,1979-06-01,0.176,0.098,6.0,False,True,False,Actual,
1980,Jun,0.2,1980-06-01,0.132,0.105,6.0,False,True,False,Actual,
1981,Jun,0.29,1981-06-01,0.182,0.121,6.0,False,True,False,Actual,
1982,Jun,0.05,1982-06-01,0.158,0.145,6.0,False,True,False,Actual,
1983,Jun,0.23,1983-06-01,0.148,0.153,6.0,False,True,False,Actual,
1984,Jun,0.02,1984-06-01,0.114,0.195,6.0,False,True,False,Actual,
1985,Jun,0.15,1985-06-01,0.174,0.196,6.0,False,True,False,Actual,
1986,Jun,0.12,1986-06-01,0.208,0.213,6.0,False,True,False,Actual,
1987,Jun,0.35,1987-06-01,0.2339999999999999,0.237,6.0,False,True,False,Actual,
1988,Jun,0.4,1988-06-01,0.278,0.257,6.0,False,True,False,Actual,
1989,Jun,0.15,1989-06-01,0.36,0.257,6.0,False,True,False,Actual,
1990,Jun,0.37,1990-06-01,0.34,0.298,6.0,False,True,False,Actual,
1991,Jun,0.53,1991-06-01,0.306,0.326,6.0,False,True,False,Actual,
1992,Jun,0.25,1992-06-01,0.362,0.3390000000000001,6.0,False,True,False,Actual,
1993,Jun,0.23,1993-06-01,0.374,0.358,6.0,False,True,False,Actual,
1994,Jun,0.43,1994-06-01,0.3179999999999999,0.395,6.0,False,True,False,Actual,
1995,Jun,0.43,1995-06-01,0.376,0.416,6.0,False,True,False,Actual,
1996,Jun,0.25,1996-06-01,0.484,0.419,6.0,False,True,False,Actual,
1997,Jun,0.54,1997-06-01,0.47,0.418,6.0,False,True,False,Actual,
1998,Jun,0.77,1998-06-01,0.4640000000000001,0.446,6.0,False,True,False,Actual,
1999,Jun,0.36,1999-06-01,0.518,0.4710000000000001,6.0,False,True,False,Actual,
2000,Jun,0.4,2000-06-01,0.516,0.472,6.0,False,True,False,Actual,
2001,Jun,0.52,2001-06-01,0.458,0.493,6.0,False,True,False,Actual,
2002,Jun,0.53,2002-06-01,0.474,0.534,6.0,False,True,False,Actual,
2003,Jun,0.48,2003-06-01,0.522,0.529,6.0,False,True,False,Actual,
2004,Jun,0.44,2004-06-01,0.55,0.516,6.0,False,True,False,Actual,
2005,Jun,0.64,2005-06-01,0.542,0.548,6.0,False,True,False,Actual,
2006,Jun,0.66,2006-06-01,0.5740000000000001,0.5700000000000001,6.0,False,True,False,Actual,
2008,Jun,0.49,2008-06-01,0.622,0.5820000000000001,6.0,False,True,False,Actual,
2009,Jun,0.64,2009-06-01,0.618,0.5980000000000001,6.0,False,True,False,Actual,
2010,Jun,0.68,2010-06-01,0.6140000000000001,0.617,6.0,False,True,False,Actual,
2011,Jun,0.62,2011-06-01,0.654,0.6540000000000001,6.0,False,True,False,Actual,
2012,Jun,0.64,2012-06-01,0.6599999999999999,0.666,6.0,False,True,False,Actual,
2013,Jun,0.69,2013-06-01,0.686,0.6900000000000001,6.0,False,True,False,Actual,
2014,Jun,0.67,2014-06-01,0.7140000000000001,0.725,6.0,False,True,False,Actual,
2015,Jun,0.81,2015-06-01,0.766,0.753,6.0,False,True,False,Actual,
2018,Jun,0.76,2018-06-01,0.796,0.7929999999999999,6.0,False,True,False,Actual,
2019,Jun,0.9,2019-06-01,0.8460000000000001,0.71,6.0,False,True,False,Actual,
2021,Jun,0.84,2021-06-01,0.9,0.646,6.0,False,True,False,Actual,
2022,Jun,0.92,2022-06-01,0.7060000000000001,0.5599999999999999,6.0,False,True,False,Actual,
2023,Jun,1.08,2023-06-01,0.526,0.485,6.0,False,True,False,Actual,
1880,Jul,-0.21,1880-07-01,0.324,0.373,7.0,False,True,False,Actual,
1881,Jul,0.0,1881-07-01,0.124,0.263,7.0,False,True,False,Actual,
1882,Jul,-0.17,1882-07-01,-0.154,0.155,7.0,False,True,False,Actual,
1883,Jul,-0.08,1883-07-01,-0.18,0.06,7.0,False,True,False,Actual,
1884,Jul,-0.31,1884-07-01,-0.216,-0.0399999999999999,7.0,False,True,False,Actual,
1885,Jul,-0.34,1885-07-01,-0.204,-0.176,7.0,False,True,False,Actual,
1886,Jul,-0.18,1886-07-01,-0.204,-0.173,7.0,False,True,False,Actual,
1888,Jul,-0.11,1888-07-01,-0.198,-0.205,7.0,False,True,False,Actual,
1889,Jul,-0.08,1889-07-01,-0.166,-0.212,7.0,False,True,False,Actual,
1890,Jul,-0.28,1890-07-01,-0.194,-0.221,7.0,False,True,False,Actual,
1891,Jul,-0.18,1891-07-01,-0.22,-0.193,7.0,False,True,False,Actual,
1892,Jul,-0.32,1892-07-01,-0.238,-0.1619999999999999,7.0,False,True,False,Actual,
1894,Jul,-0.24,1894-07-01,-0.188,-0.1669999999999999,7.0,False,True,False,Actual,
1895,Jul,-0.17,1895-07-01,-0.158,-0.172,7.0,False,True,False,Actual,
1896,Jul,-0.03,1896-07-01,-0.14,-0.177,7.0,False,True,False,Actual,
1897,Jul,-0.03,1897-07-01,-0.124,-0.164,7.0,False,True,False,Actual,
1898,Jul,-0.23,1898-07-01,-0.116,-0.174,7.0,False,True,False,Actual,
1899,Jul,-0.16,1899-07-01,-0.14,-0.177,7.0,False,True,False,Actual,
1900,Jul,-0.13,1900-07-01,-0.19,-0.204,7.0,False,True,False,Actual,
1901,Jul,-0.15,1901-07-01,-0.214,-0.2139999999999999,7.0,False,True,False,Actual,
1902,Jul,-0.28,1902-07-01,-0.284,-0.234,7.0,False,True,False,Actual,
1903,Jul,-0.35,1903-07-01,-0.312,-0.267,7.0,False,True,False,Actual,
1904,Jul,-0.51,1904-07-01,-0.328,-0.2799999999999999,7.0,False,True,False,Actual,
1905,Jul,-0.27,1905-07-01,-0.344,-0.299,7.0,False,True,False,Actual,
1906,Jul,-0.23,1906-07-01,-0.346,-0.3279999999999999,7.0,False,True,False,Actual,
1907,Jul,-0.36,1907-07-01,-0.314,-0.356,7.0,False,True,False,Actual,
1908,Jul,-0.36,1908-07-01,-0.344,-0.365,7.0,False,True,False,Actual,
1910,Jul,-0.35,1910-07-01,-0.384,-0.354,7.0,False,True,False,Actual,
1911,Jul,-0.42,1911-07-01,-0.386,-0.316,7.0,False,True,False,Actual,
1912,Jul,-0.43,1912-07-01,-0.362,-0.3259999999999999,7.0,False,True,False,Actual,
1913,Jul,-0.37,1913-07-01,-0.318,-0.3279999999999999,7.0,False,True,False,Actual,
1914,Jul,-0.24,1914-07-01,-0.308,-0.3239999999999999,7.0,False,True,False,Actual,
1915,Jul,-0.13,1915-07-01,-0.2719999999999999,-0.317,7.0,False,True,False,Actual,
1916,Jul,-0.37,1916-07-01,-0.262,-0.3119999999999999,7.0,False,True,False,Actual,
1917,Jul,-0.25,1917-07-01,-0.272,-0.285,7.0,False,True,False,Actual,
1918,Jul,-0.32,1918-07-01,-0.306,-0.2689999999999999,7.0,False,True,False,Actual,
1919,Jul,-0.29,1919-07-01,-0.262,-0.263,7.0,False,True,False,Actual,
1920,Jul,-0.3,1920-07-01,-0.266,-0.2679999999999999,7.0,False,True,False,Actual,
1921,Jul,-0.15,1921-07-01,-0.264,-0.282,7.0,False,True,False,Actual,
1922,Jul,-0.27,1922-07-01,-0.264,-0.2719999999999999,7.0,False,True,False,Actual,
1923,Jul,-0.31,1923-07-01,-0.258,-0.2659999999999999,7.0,False,True,False,Actual,
1924,Jul,-0.29,1924-07-01,-0.282,-0.253,7.0,False,True,False,Actual,
1925,Jul,-0.27,1925-07-01,-0.266,-0.261,7.0,False,True,False,Actual,
1926,Jul,-0.27,1926-07-01,-0.242,-0.252,7.0,False,True,False,Actual,
1927,Jul,-0.19,1927-07-01,-0.258,-0.2409999999999999,7.0,False,True,False,Actual,
1928,Jul,-0.19,1928-07-01,-0.246,-0.2389999999999999,7.0,False,True,False,Actual,
1929,Jul,-0.37,1929-07-01,-0.2,-0.229,7.0,False,True,False,Actual,
1930,Jul,-0.21,1930-07-01,-0.212,-0.21,7.0,False,True,False,Actual,
1931,Jul,-0.04,1931-07-01,-0.216,-0.204,7.0,False,True,False,Actual,
1932,Jul,-0.25,1932-07-01,-0.162,-0.187,7.0,False,True,False,Actual,
1933,Jul,-0.21,1933-07-01,-0.162,-0.1709999999999999,7.0,False,True,False,Actual,
1934,Jul,-0.1,1934-07-01,-0.174,-0.1609999999999999,7.0,False,True,False,Actual,
1935,Jul,-0.21,1935-07-01,-0.13,-0.1299999999999999,7.0,False,True,False,Actual,
1936,Jul,-0.1,1936-07-01,-0.106,-0.097,7.0,False,True,False,Actual,
1937,Jul,-0.03,1937-07-01,-0.098,-0.071,7.0,False,True,False,Actual,
1938,Jul,-0.09,1938-07-01,-0.032,-0.046,7.0,False,True,False,Actual,
1939,Jul,-0.06,1939-07-01,0.0319999999999999,-0.016,7.0,False,True,False,Actual,
1940,Jul,0.12,1940-07-01,0.0379999999999999,0.011,7.0,False,True,False,Actual,
1941,Jul,0.22,1941-07-01,0.0739999999999999,0.036,7.0,False,True,False,Actual,
1942,Jul,0.0,1942-07-01,0.1199999999999999,0.0339999999999999,7.0,False,True,False,Actual,
1943,Jul,0.09,1943-07-01,0.1039999999999999,0.033,7.0,False,True,False,Actual,
1944,Jul,0.17,1944-07-01,0.0359999999999999,0.031,7.0,False,True,False,Actual,
1945,Jul,0.04,1945-07-01,0.0279999999999999,0.024,7.0,False,True,False,Actual,
1946,Jul,-0.12,1946-07-01,-0.012,0.004,7.0,False,True,False,Actual,
1947,Jul,-0.04,1947-07-01,-0.072,-0.019,7.0,False,True,False,Actual,
1948,Jul,-0.11,1948-07-01,-0.096,-0.0149999999999999,7.0,False,True,False,Actual,
1949,Jul,-0.13,1949-07-01,-0.074,-0.0229999999999999,7.0,False,True,False,Actual,
1950,Jul,-0.08,1950-07-01,-0.058,-0.059,7.0,False,True,False,Actual,
1951,Jul,-0.01,1951-07-01,-0.034,-0.074,7.0,False,True,False,Actual,
1952,Jul,0.04,1952-07-01,-0.046,-0.071,7.0,False,True,False,Actual,
1953,Jul,0.01,1953-07-01,-0.052,-0.065,7.0,False,True,False,Actual,
1954,Jul,-0.19,1954-07-01,-0.068,-0.049,7.0,False,True,False,Actual,
1955,Jul,-0.11,1955-07-01,-0.072,-0.0329999999999999,7.0,False,True,False,Actual,
1956,Jul,-0.09,1956-07-01,-0.064,-0.0289999999999999,7.0,False,True,False,Actual,
1957,Jul,0.02,1957-07-01,-0.02,-0.0269999999999999,7.0,False,True,False,Actual,
1958,Jul,0.05,1958-07-01,-0.006,-0.0289999999999999,7.0,False,True,False,Actual,
1959,Jul,0.03,1959-07-01,0.0139999999999999,-0.024,7.0,False,True,False,Actual,
1960,Jul,-0.04,1960-07-01,0.0139999999999999,-0.0089999999999999,7.0,False,True,False,Actual,
1961,Jul,0.01,1961-07-01,0.0159999999999999,-0.0109999999999999,7.0,False,True,False,Actual,
1962,Jul,0.02,1962-07-01,0.0019999999999999,0.006,7.0,False,True,False,Actual,
1963,Jul,0.06,1963-07-01,-0.016,0.006,7.0,False,True,False,Actual,
1964,Jul,-0.04,1964-07-01,-0.002,-0.0119999999999999,7.0,False,True,False,Actual,
1965,Jul,-0.13,1965-07-01,-0.002,-0.0189999999999999,7.0,False,True,False,Actual,
1966,Jul,0.08,1966-07-01,-0.04,-0.0129999999999999,7.0,False,True,False,Actual,
1967,Jul,0.02,1967-07-01,-0.04,-0.0209999999999999,7.0,False,True,False,Actual,
1968,Jul,-0.13,1968-07-01,-0.01,-0.022,7.0,False,True,False,Actual,
1969,Jul,-0.04,1969-07-01,-0.04,-0.0149999999999999,7.0,False,True,False,Actual,
1970,Jul,0.02,1970-07-01,-0.042,-0.0139999999999999,7.0,False,True,False,Actual,
1971,Jul,-0.07,1971-07-01,0.0099999999999999,-0.0019999999999999,7.0,False,True,False,Actual,
1972,Jul,0.01,1972-07-01,0.0119999999999999,-0.0199999999999999,7.0,False,True,False,Actual,
1973,Jul,0.13,1973-07-01,0.0059999999999999,-0.0019999999999999,7.0,False,True,False,Actual,
1974,Jul,-0.03,1974-07-01,-1.6653345369377347e-17,0.015,7.0,False,True,False,Actual,
1975,Jul,-0.01,1975-07-01,0.0379999999999999,0.023,7.0,False,True,False,Actual,
1976,Jul,-0.1,1976-07-01,0.0199999999999999,0.043,7.0,False,True,False,Actual,
1977,Jul,0.2,1977-07-01,0.0339999999999999,0.082,7.0,False,True,False,Actual,
1978,Jul,0.04,1978-07-01,0.0799999999999999,0.095,7.0,False,True,False,Actual,
1979,Jul,0.04,1979-07-01,0.1639999999999999,0.1,7.0,False,True,False,Actual,
1980,Jul,0.22,1980-07-01,0.152,0.122,7.0,False,True,False,Actual,
1981,Jul,0.32,1981-07-01,0.18,0.127,7.0,False,True,False,Actual,
1982,Jul,0.14,1982-07-01,0.2099999999999999,0.148,7.0,False,True,False,Actual,
1983,Jul,0.18,1983-07-01,0.174,0.1679999999999999,7.0,False,True,False,Actual,
1984,Jul,0.19,1984-07-01,0.1319999999999999,0.197,7.0,False,True,False,Actual,
1985,Jul,0.04,1985-07-01,0.1839999999999999,0.227,7.0,False,True,False,Actual,
1986,Jul,0.11,1986-07-01,0.2139999999999999,0.251,7.0,False,True,False,Actual,
1987,Jul,0.4,1987-07-01,0.244,0.266,7.0,False,True,False,Actual,
1988,Jul,0.33,1988-07-01,0.3279999999999999,0.26,7.0,False,True,False,Actual,
1989,Jul,0.34,1989-07-01,0.3999999999999999,0.267,7.0,False,True,False,Actual,
1990,Jul,0.46,1990-07-01,0.3359999999999999,0.2779999999999999,7.0,False,True,False,Actual,
1991,Jul,0.47,1991-07-01,0.3199999999999999,0.319,7.0,False,True,False,Actual,
1992,Jul,0.08,1992-07-01,0.3119999999999999,0.344,7.0,False,True,False,Actual,
1993,Jul,0.25,1993-07-01,0.3099999999999999,0.3379999999999999,7.0,False,True,False,Actual,
1994,Jul,0.3,1994-07-01,0.288,0.371,7.0,False,True,False,Actual,
1995,Jul,0.45,1995-07-01,0.3399999999999999,0.375,7.0,False,True,False,Actual,
1996,Jul,0.36,1996-07-01,0.422,0.368,7.0,False,True,False,Actual,
1997,Jul,0.34,1997-07-01,0.438,0.38,7.0,False,True,False,Actual,
1998,Jul,0.66,1998-07-01,0.426,0.433,7.0,False,True,False,Actual,
1999,Jul,0.38,1999-07-01,0.472,0.466,7.0,False,True,False,Actual,
2000,Jul,0.39,2000-07-01,0.526,0.462,7.0,False,True,False,Actual,
2001,Jul,0.59,2001-07-01,0.51,0.4779999999999999,7.0,False,True,False,Actual,
2002,Jul,0.61,2002-07-01,0.486,0.4960000000000001,7.0,False,True,False,Actual,
2003,Jul,0.58,2003-07-01,0.53,0.522,7.0,False,True,False,Actual,
2004,Jul,0.26,2004-07-01,0.52,0.53,7.0,False,True,False,Actual,
2005,Jul,0.61,2005-07-01,0.518,0.5549999999999999,7.0,False,True,False,Actual,
2006,Jul,0.54,2006-07-01,0.55,0.586,7.0,False,True,False,Actual,
2008,Jul,0.6,2008-07-01,0.624,0.5860000000000001,7.0,False,True,False,Actual,
2009,Jul,0.74,2009-07-01,0.642,0.585,7.0,False,True,False,Actual,
2010,Jul,0.63,2010-07-01,0.6519999999999999,0.585,7.0,False,True,False,Actual,
2011,Jul,0.7,2011-07-01,0.6519999999999999,0.6319999999999999,7.0,False,True,False,Actual,
2012,Jul,0.59,2012-07-01,0.6199999999999999,0.6539999999999999,7.0,False,True,False,Actual,
2013,Jul,0.6,2013-07-01,0.6399999999999999,0.6940000000000001,7.0,False,True,False,Actual,
2014,Jul,0.58,2014-07-01,0.666,0.726,7.0,False,True,False,Actual,
2015,Jul,0.73,2015-07-01,0.736,0.7459999999999999,7.0,False,True,False,Actual,
2018,Jul,0.83,2018-07-01,0.8,0.8019999999999999,7.0,False,True,False,Actual,
2019,Jul,0.94,2019-07-01,0.8720000000000001,0.721,7.0,False,True,False,Actual,
2021,Jul,0.92,2021-07-01,0.964,0.6569999999999999,7.0,False,True,False,Actual,
2022,Jul,0.94,2022-07-01,0.776,0.589,7.0,False,True,False,Actual,
2023,Jul,1.19,2023-07-01,0.578,0.516,7.0,False,True,False,Actual,
1880,Aug,-0.11,1880-08-01,0.378,0.415,8.0,False,True,False,Actual,
1881,Aug,-0.05,1881-08-01,0.1599999999999999,0.3,8.0,False,True,False,Actual,
1882,Aug,-0.08,1882-08-01,-0.134,0.175,8.0,False,True,False,Actual,
1883,Aug,-0.15,1883-08-01,-0.176,0.0669999999999999,8.0,False,True,False,Actual,
1884,Aug,-0.28,1884-08-01,-0.228,-0.048,8.0,False,True,False,Actual,
1885,Aug,-0.32,1885-08-01,-0.244,-0.207,8.0,False,True,False,Actual,
1886,Aug,-0.31,1886-08-01,-0.256,-0.2139999999999999,8.0,False,True,False,Actual,
1888,Aug,-0.16,1888-08-01,-0.28,-0.236,8.0,False,True,False,Actual,
1889,Aug,-0.21,1889-08-01,-0.252,-0.252,8.0,False,True,False,Actual,
1890,Aug,-0.4,1890-08-01,-0.244,-0.255,8.0,False,True,False,Actual,
1891,Aug,-0.18,1891-08-01,-0.26,-0.2329999999999999,8.0,False,True,False,Actual,
1892,Aug,-0.27,1892-08-01,-0.254,-0.211,8.0,False,True,False,Actual,
1894,Aug,-0.24,1894-08-01,-0.186,-0.207,8.0,False,True,False,Actual,
1895,Aug,-0.18,1895-08-01,-0.17,-0.2,8.0,False,True,False,Actual,
1896,Aug,-0.06,1896-08-01,-0.17,-0.189,8.0,False,True,False,Actual,
1897,Aug,-0.1,1897-08-01,-0.14,-0.1699999999999999,8.0,False,True,False,Actual,
1898,Aug,-0.27,1898-08-01,-0.124,-0.183,8.0,False,True,False,Actual,
1899,Aug,-0.09,1899-08-01,-0.154,-0.202,8.0,False,True,False,Actual,
1900,Aug,-0.1,1900-08-01,-0.196,-0.227,8.0,False,True,False,Actual,
1901,Aug,-0.21,1901-08-01,-0.234,-0.2299999999999999,8.0,False,True,False,Actual,
1902,Aug,-0.31,1902-08-01,-0.314,-0.244,8.0,False,True,False,Actual,
1903,Aug,-0.46,1903-08-01,-0.336,-0.268,8.0,False,True,False,Actual,
1904,Aug,-0.49,1904-08-01,-0.334,-0.287,8.0,False,True,False,Actual,
1905,Aug,-0.21,1905-08-01,-0.34,-0.315,8.0,False,True,False,Actual,
1906,Aug,-0.2,1906-08-01,-0.34,-0.349,8.0,False,True,False,Actual,
1907,Aug,-0.34,1907-08-01,-0.316,-0.382,8.0,False,True,False,Actual,
1908,Aug,-0.46,1908-08-01,-0.362,-0.3849999999999999,8.0,False,True,False,Actual,
1910,Aug,-0.37,1910-08-01,-0.43,-0.356,8.0,False,True,False,Actual,
1911,Aug,-0.44,1911-08-01,-0.43,-0.33,8.0,False,True,False,Actual,
1912,Aug,-0.54,1912-08-01,-0.372,-0.337,8.0,False,True,False,Actual,
1913,Aug,-0.34,1913-08-01,-0.344,-0.3399999999999999,8.0,False,True,False,Actual,
1914,Aug,-0.17,1914-08-01,-0.312,-0.3379999999999999,8.0,False,True,False,Actual,
1915,Aug,-0.23,1915-08-01,-0.25,-0.326,8.0,False,True,False,Actual,
1916,Aug,-0.28,1916-08-01,-0.246,-0.315,8.0,False,True,False,Actual,
1917,Aug,-0.23,1917-08-01,-0.28,-0.298,8.0,False,True,False,Actual,
1918,Aug,-0.32,1918-08-01,-0.286,-0.277,8.0,False,True,False,Actual,
1919,Aug,-0.34,1919-08-01,-0.284,-0.277,8.0,False,True,False,Actual,
1920,Aug,-0.26,1920-08-01,-0.304,-0.296,8.0,False,True,False,Actual,
1921,Aug,-0.27,1921-08-01,-0.308,-0.294,8.0,False,True,False,Actual,
1922,Aug,-0.33,1922-08-01,-0.312,-0.279,8.0,False,True,False,Actual,
1923,Aug,-0.34,1923-08-01,-0.302,-0.28,8.0,False,True,False,Actual,
1924,Aug,-0.36,1924-08-01,-0.274,-0.2699999999999999,8.0,False,True,False,Actual,
1925,Aug,-0.21,1925-08-01,-0.256,-0.268,8.0,False,True,False,Actual,
1926,Aug,-0.13,1926-08-01,-0.232,-0.257,8.0,False,True,False,Actual,
1927,Aug,-0.24,1927-08-01,-0.224,-0.2339999999999999,8.0,False,True,False,Actual,
1928,Aug,-0.22,1928-08-01,-0.212,-0.2229999999999999,8.0,False,True,False,Actual,
1929,Aug,-0.32,1929-08-01,-0.194,-0.2119999999999999,8.0,False,True,False,Actual,
1930,Aug,-0.15,1930-08-01,-0.19,-0.188,8.0,False,True,False,Actual,
1931,Aug,-0.04,1931-08-01,-0.192,-0.189,8.0,False,True,False,Actual,
1932,Aug,-0.22,1932-08-01,-0.152,-0.189,8.0,False,True,False,Actual,
1933,Aug,-0.23,1933-08-01,-0.166,-0.1639999999999999,8.0,False,True,False,Actual,
1934,Aug,-0.12,1934-08-01,-0.184,-0.147,8.0,False,True,False,Actual,
1935,Aug,-0.22,1935-08-01,-0.138,-0.1209999999999999,8.0,False,True,False,Actual,
1936,Aug,-0.13,1936-08-01,-0.102,-0.0999999999999999,8.0,False,True,False,Actual,
1937,Aug,0.01,1937-08-01,-0.09,-0.0819999999999999,8.0,False,True,False,Actual,
1938,Aug,-0.05,1938-08-01,-0.034,-0.0639999999999999,8.0,False,True,False,Actual,
1939,Aug,-0.06,1939-08-01,0.0199999999999999,-0.0399999999999999,8.0,False,True,False,Actual,
1940,Aug,0.06,1940-08-01,0.0099999999999999,-0.0099999999999999,8.0,False,True,False,Actual,
1941,Aug,0.14,1941-08-01,0.0219999999999999,0.038,8.0,False,True,False,Actual,
1942,Aug,-0.04,1942-08-01,0.0699999999999999,0.031,8.0,False,True,False,Actual,
1943,Aug,0.01,1943-08-01,0.1099999999999999,0.023,8.0,False,True,False,Actual,
1944,Aug,0.18,1944-08-01,0.0419999999999999,0.016,8.0,False,True,False,Actual,
1945,Aug,0.26,1945-08-01,0.0359999999999999,0.009,8.0,False,True,False,Actual,
1946,Aug,-0.2,1946-08-01,0.0099999999999999,-0.0129999999999999,8.0,False,True,False,Actual,
1947,Aug,-0.07,1947-08-01,-0.052,-0.0209999999999999,8.0,False,True,False,Actual,
1948,Aug,-0.12,1948-08-01,-0.136,-0.0119999999999999,8.0,False,True,False,Actual,
1949,Aug,-0.13,1949-08-01,-0.084,-0.0079999999999999,8.0,False,True,False,Actual,
1950,Aug,-0.16,1950-08-01,-0.06,-0.043,8.0,False,True,False,Actual,
1951,Aug,0.06,1951-08-01,-0.026,-0.0669999999999999,8.0,False,True,False,Actual,
1952,Aug,0.05,1952-08-01,-0.034,-0.073,8.0,False,True,False,Actual,
1953,Aug,0.05,1953-08-01,0.0019999999999999,-0.0509999999999999,8.0,False,True,False,Actual,
1954,Aug,-0.17,1954-08-01,-0.062,-0.044,8.0,False,True,False,Actual,
1955,Aug,0.02,1955-08-01,-0.042,-0.0319999999999999,8.0,False,True,False,Actual,
1956,Aug,-0.26,1956-08-01,-0.062,-0.0139999999999999,8.0,False,True,False,Actual,
1957,Aug,0.15,1957-08-01,-0.03,-0.0189999999999999,8.0,False,True,False,Actual,
1958,Aug,-0.05,1958-08-01,-0.03,-0.0249999999999999,8.0,False,True,False,Actual,
1959,Aug,-0.01,1959-08-01,0.0239999999999999,-0.0079999999999999,8.0,False,True,False,Actual,
1960,Aug,0.02,1960-08-01,-0.008,-0.0129999999999999,8.0,False,True,False,Actual,
1961,Aug,0.01,1961-08-01,0.0459999999999999,-0.0189999999999999,8.0,False,True,False,Actual,
1962,Aug,-0.01,1962-08-01,0.0039999999999999,-0.0019999999999999,8.0,False,True,False,Actual,
1963,Aug,0.22,1963-08-01,-0.008,-0.0159999999999999,8.0,False,True,False,Actual,
1964,Aug,-0.22,1964-08-01,-0.028,-0.0189999999999999,8.0,False,True,False,Actual,
1965,Aug,-0.04,1965-08-01,-0.024,-0.0139999999999999,8.0,False,True,False,Actual,
